Lemma,Word_Type,Priority,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Drogist,s,,gendered,titles,"['Drogeriefachkraft', 'Drogerie', 'Drogist~in~/~Drogist', 'Drogeriefachkräfte', 'Drogeriebeschäftigte']","['Drogeriefachkräfte', 'Drogeriebeschäftigte', 'Drogist~innen~ und ~Drogisten', 'Drogerie']","['Drogerie', 'Drogeriefachkraft', 'Drogist~in~/~Drogist', 'Drogeriefachkräfte', 'Drogeriebeschäftigte', 'Drogist~innen~ und ~Drogisten']"
Drucker,s,,gendered,titles,"['Druckereifachkraft', 'Druckerei', 'Druck', 'Drucker~in~/~Drucker', 'Druckereibeschäftigte', 'Druckereifachkräfte']","['Druckereibeschäftigte', 'Druckereifachkräfte', 'Drucker~innen~ und ~Drucker', 'Druckerei', 'Druck']","['Druckerei', 'Druck', 'Druckereifachkraft', 'Drucker~in~/~Drucker', 'Druckereibeschäftigte', 'Druckereifachkräfte', 'Drucker~innen~ und ~Drucker']"
Einkäufer,s,,gendered,function,"['Einkauf', 'Einkäufer~in~/~Einkäufer', 'Einkaufende']","['Einkaufende', 'Einkäufer~innen~ und ~Einkäufer', 'Einkauf']","['Einkauf', 'Einkäufer~in~/~Einkäufer', 'Einkaufende', 'Einkäufer~innen~ und ~Einkäufer']"
Eisenbahnbetriebsleiter,s,,gendered,titles,"['Eisenbahnbetriebsleitung', 'Eisenbahnbetriebsleiter~in~/~Eisenbahnbetriebsleiter']",['Eisenbahnbetriebsleitung'],"['Eisenbahnbetriebsleitung', 'Eisenbahnbetriebsleiter~in~/~Eisenbahnbetriebsleiter']"
Elektriker,s,,gendered,titles,"['Elektrofachkraft', 'Fachkraft für Elektrotechnik', 'Elektrik', 'Elektriker~in~/~Elektriker', 'Elektrofachkräfte', 'Fachkräfte für Elektrotechnik']","['Elektrofachkräfte', 'Fachkräfte für Elektrotechnik', 'Elektriker~innen~ und ~Elektriker', 'Elektrik']","['Elektrik', 'Elektrofachkraft', 'Fachkraft für Elektrotechnik', 'Elektriker~in~/~Elektriker', 'Elektrofachkräfte', 'Fachkräfte für Elektrotechnik', 'Elektriker~innen~ und ~Elektriker']"
Elektroingenieur,s,,gendered,titles,"['Elektrotechnik', 'Elektroingenieur~in~/~Elektroingenieur']",['Elektrotechnik'],"['Elektrotechnik', 'Elektroingenieur~in~/~Elektroingenieur']"
Elektroniker,s,,gendered,titles,"['Elektronikfachkraft', 'Elektronikfachperson', 'Elektronik', 'Elektroniker~in~/~Elektroniker', 'Elektronikfachkräfte', 'Elektronikfachpersonen']","['Elektronikfachkräfte', 'Elektronikfachpersonen', 'Elektroniker~innen~ und ~Elektroniker', 'Elektronik']","['Elektronik', 'Elektronikfachkraft', 'Elektronikfachperson', 'Elektroniker~in~/~Elektroniker', 'Elektronikfachkräfte', 'Elektronikfachpersonen', 'Elektroniker~innen~ und ~Elektroniker']"
Engineer,s,,gendered,titles,"['auf Hoch-/Fachschule ausgebildete Technik-Fachkraft', 'Engineering', 'Technik', 'Technikwissenschaften', 'Ingenieur~in~/~Ingenieur', 'Engineering-Team']","['Ingenieur~innen~ und ~Ingenieure', 'Engineering-Team', 'Engineering', 'Technik', 'Technikwissenschaften', 'auf einer Hoch-/Fachschule ausgebildete Technik-Fachleute']","['Engineering', 'Technik', 'Technikwissenschaften', 'auf Hoch-/Fachschule ausgebildete Technik-Fachkraft', 'Ingenieur~in~/~Ingenieur', 'Engineering-Team', 'Ingenieur~innen~ und ~Ingenieure', 'auf einer Hoch-/Fachschule ausgebildete Technik-Fachleute']"
Entwickler,s,,gendered,titles,"['Entwicklung', 'Entwicklungsabteilung', 'Entwickler~in~/~Entwickler', 'Entwicklungsteam', 'Entwickelnde']","['Entwickelnde', 'Entwickler~innen~ und ~Entwickler', 'Entwicklungsteam', 'Entwicklung', 'Entwicklungsabteilung']","['Entwicklung', 'Entwicklungsabteilung', 'Entwickler~in~/~Entwickler', 'Entwicklungsteam', 'Entwickelnde', 'Entwickler~innen~ und ~Entwickler']"
Experte,s,,gendered,titles,"['Fachgröße', 'Kapazität', 'Expert~in~/~Experte', 'Fachleute', 'Fachkräfte', 'Fachpersonen', 'Fachkundige', 'Sachverständige', 'Sachkundige', 'Kapazitäten', 'Person vom Fach']","['Fachleute', 'Fachkräfte', 'Fachpersonen', 'Fachkundige', 'Sachverständige', 'Sachkundige', 'Kapazitäten', 'Expert~innen~ und ~Experten', 'Personen vom Fach']","['Fachgröße', 'Kapazität', 'Expert~in~/~Experte', 'Person vom Fach', 'Fachleute', 'Fachkräfte', 'Fachpersonen', 'Fachkundige', 'Sachverständige', 'Sachkundige', 'Kapazitäten', 'Expert~innen~ und ~Experten', 'Personen vom Fach']"
Expertengruppe,s,,gendered,hidden_image,"['Fachgruppe', 'Fachgruppen']",['Fachgruppen'],"['Fachgruppe', 'Fachgruppen']"
Experteninterview,s,,gendered,hidden_image,"['Interview mit Fachleuten', 'Interview mit Koryphäen', 'Interviews mit Fachleuten', 'Gespräche mit Sachkundigen']","['Interviews mit Fachleuten', 'Gespräche mit Sachkundigen']","['Interview mit Fachleuten', 'Interview mit Koryphäen', 'Interviews mit Fachleuten', 'Gespräche mit Sachkundigen']"
Expertenkommission,s,,gendered,hidden_image,"['Fachkommission', 'Kommission von Fachleuten', 'Fachkommissionen', 'Kommissionen von Fachleuten']","['Fachkommissionen', 'Kommissionen von Fachleuten']","['Fachkommission', 'Kommission von Fachleuten', 'Fachkommissionen', 'Kommissionen von Fachleuten']"
Expertenkreis,s,,gendered,hidden_image,"['Fachkreis', 'Fachgruppe', 'Sachverständigenkreis', 'Fachkreise', 'Fachgruppen', 'Sachverständigenkreise']","['Fachkreise', 'Fachgruppen', 'Sachverständigenkreise']","['Fachkreis', 'Fachgruppe', 'Sachverständigenkreis', 'Fachkreise', 'Fachgruppen', 'Sachverständigenkreise']"
Expertenrating,s,,gendered,hidden_image,"['Rating von Fachleuten', 'Ratings von Fachleuten']",['Ratings von Fachleuten'],"['Rating von Fachleuten', 'Ratings von Fachleuten']"
Expertenschätzung,s,,gendered,hidden_image,"['Schätzung von Fachleuten', 'nach Einschätzung von Fachleuten/Kennern', 'Expertise', 'Schätzungen von Fachleuten', 'nach Einschätzungen von Fachleuten/Kennern', 'Expertise']","['Schätzungen von Fachleuten', 'nach Einschätzungen von Fachleuten/Kennern', 'Expertise']","['Schätzung von Fachleuten', 'nach Einschätzung von Fachleuten/Kennern', 'Expertise', 'Schätzungen von Fachleuten', 'nach Einschätzungen von Fachleuten/Kennern', 'Expertise']"
Expertenstandard,s,,gendered,hidden_image,"['Fachstandard', 'Fachstandards']",['Fachstandards'],"['Fachstandard', 'Fachstandards']"
Expertentagung,s,,gendered,hidden_image,"['Fachtagung', 'Fachtagungen']",['Fachtagungen'],"['Fachtagung', 'Fachtagungen']"
Expertenvortrag,s,,gendered,hidden_image,"['Fachvortrag', 'Fachvorträge']",['Fachvorträge'],"['Fachvortrag', 'Fachvorträge']"
Fachmann,s,,gendered,function,"['Fachperson', 'Fachkraft', 'Fachfrau~Fachmann', 'Fachpersonal', 'Fachkräfte', 'jemand vom Fach']","['Fachkräfte', 'Fachfrauen und Fachmänner', 'Fachpersonal']","['Fachperson', 'Fachkraft', 'Fachfrau~Fachmann', 'jemand vom Fach', 'Fachpersonal', 'Fachkräfte', 'Fachfrauen und Fachmänner']"
Fachspezialist,s,,gendered,function,"['Fachperson', 'Fachkraft', 'Fachspezialist~in~/~Fachspezialist', 'Fachpersonal', 'Fachkräfte', 'in einem Fach bewanderte Person', 'jemand vom Fach', 'fachlich versierte Person', 'Person, die sich (auf ...) spezialisiert hat']","['Fachkräfte', 'Fachspezialist~innen~ und ~Fachspezialisten', 'Fachpersonal', 'auf (...) spezialisierte Personen', 'Leute vom Fach)', 'Personen, die sich (auf ...) spezialisiert haben']","['Fachperson', 'Fachkraft', 'Fachspezialist~in~/~Fachspezialist', 'in einem Fach bewanderte Person', 'jemand vom Fach', 'fachlich versierte Person', 'Person, die sich (auf ...) spezialisiert hat', 'Fachpersonal', 'Fachkräfte', 'Fachspezialist~innen~ und ~Fachspezialisten', 'auf (...) spezialisierte Personen', 'Leute vom Fach)', 'Personen, die sich (auf ...) spezialisiert haben']"
Fahrzeugtechniker,s,,gendered,titles,"['Fahrzeugtechnik', 'Fahrzeugtechniker~in~/~Fahrzeugtechniker']","['Fahrzeugtechniker~innen~ und ~Fahrzeugtechniker', 'Fahrzeugtechnik']","['Fahrzeugtechnik', 'Fahrzeugtechniker~in~/~Fahrzeugtechniker', 'Fahrzeugtechniker~innen~ und ~Fahrzeugtechniker']"
Familienvater,s,,gendered,male_stereotype,"['Elternteil', 'eine (primäre) Bezugsperson', 'Elternschaft', 'Eltern', 'Elternteile', 'Person, die eine Elternrolle hat', 'Vater']","['Elternteile', 'Eltern', 'Elternschaft', 'Personen in einer Elternrolle']","['Elternschaft', 'Elternteil', 'eine (primäre) Bezugsperson', 'Person, die eine Elternrolle hat', 'Vater', 'Eltern', 'Elternteile', 'Personen in einer Elternrolle']"
Florist,s,,gendered,titles,"['Blumenfachkraft', 'Floristik', 'Florist~in~/~Florist', 'Floristik-Team', 'Person, die Blumenschmuck künstlerisch/kreativ gestaltet']","['Florist~innen~ und ~Floristen', 'Floristik-Team', 'Floristik', 'Personen, die Blumenschmuck künstlerisch/kreativ gestalten']","['Floristik', 'Blumenfachkraft', 'Florist~in~/~Florist', 'Person, die Blumenschmuck künstlerisch/kreativ gestaltet', 'Floristik-Team', 'Florist~innen~ und ~Floristen', 'Personen, die Blumenschmuck künstlerisch/kreativ gestalten']"
Forstwart,s,,gendered,function,"['Forstwartung', 'Forstwart~in~/~Forstwart', 'Forstwartende', 'Fachkraft in der Waldbewirtschaftung']","['Forstwartende', 'Forstwart~innen~ und ~Forstwarte', 'Forstwartung', 'Fachkräfte in der Waldbewirtschaftung']","['Forstwartung', 'Forstwart~in~/~Forstwart', 'Fachkraft in der Waldbewirtschaftung', 'Forstwartende', 'Forstwart~innen~ und ~Forstwarte', 'Fachkräfte in der Waldbewirtschaftung']"
Fotograf,s,,gendered,titles,"['Fotografie', 'Fotograf~in~/~Fotograf', 'Fototeam', 'Fotografierende', 'fotografierende Person']","['Fotografierende', 'Fotograf~innen~ und ~Fotografen', 'Fototeam', 'Fotografie', 'fotografierende Personen']","['Fotografie', 'Fotograf~in~/~Fotograf', 'fotografierende Person', 'Fototeam', 'Fotografierende', 'Fotograf~innen~ und ~Fotografen', 'fotografierende Personen']"
Frontender,s,,gendered,titles,"['Front-End-Entwicklung', 'Frontender~in~/~Frontender', 'Frontend-Entwickler~in~/~Frontend-Entwickler', 'Person, die den technischen Oberbau entwickelt']","['Frontender~innen~ und ~Frontender', 'Frontend-Entwickler~innen~ und ~Frontend-Entwickler', 'Front-End-Entwicklung', 'Personen, die den technischen Oberbau entwickeln ']","['Front-End-Entwicklung', 'Frontender~in~/~Frontender', 'Frontend-Entwickler~in~/~Frontend-Entwickler', 'Person, die den technischen Oberbau entwickelt', 'Frontender~innen~ und ~Frontender', 'Frontend-Entwickler~innen~ und ~Frontend-Entwickler', 'Personen, die den technischen Oberbau entwickeln ']"
Führer,s,,gendered,leadership,"['leitende Kraft', 'Leitungsperson', 'Steuerungsperson', 'Lenkungsperson', 'Führungsperson', 'Leitung', 'Lenkung', 'Steuerung', 'Management', 'Gruppenleitung', 'Führer~in~/~Führer', 'entscheidungsbefugte Person', 'verantwortliche Person', 'lenkende Person', 'Person, die eine Gruppe lenkt/leitet', 'Person, die die gemeinsame Vision kommuniziert', 'Person, die das Team unterstützt und coacht']","['Führer~innen~ und ~Führer', 'Leitung', 'Lenkung', 'Steuerung', 'Management', 'Gruppenleitung', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Person']","['Leitung', 'Lenkung', 'Steuerung', 'Management', 'Gruppenleitung', 'leitende Kraft', 'Leitungsperson', 'Steuerungsperson', 'Lenkungsperson', 'Führungsperson', 'Führer~in~/~Führer', 'entscheidungsbefugte Person', 'verantwortliche Person', 'lenkende Person', 'Person, die eine Gruppe lenkt/leitet', 'Person, die die gemeinsame Vision kommuniziert', 'Person, die das Team unterstützt und coacht', 'Führer~innen~ und ~Führer', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Person']"
Führungskraft,s,,gendered,function,"['Leitung', 'Team-Anleitung', 'Team-Lenkung', 'Lenkung', 'Management', 'Verantwortungtragende', 'Verantwortliche', 'verantwortliche Person', 'Person, die die Vision kommuniziert', 'Person, die ihr Team unterstützt und coacht', 'Person, die mit Rat und Tat zur Seite steht']","['Verantwortungtragende', 'Verantwortliche', 'Leitung', 'Team-Anleitung', 'Team-Lenkung', 'Lenkung', 'Management']","['Leitung', 'Team-Anleitung', 'Team-Lenkung', 'Lenkung', 'Management', 'verantwortliche Person', 'Person, die die Vision kommuniziert', 'Person, die ihr Team unterstützt und coacht', 'Person, die mit Rat und Tat zur Seite steht', 'Verantwortungtragende', 'Verantwortliche']"
Gemüsegärtner,s,,gendered,titles,"['Gemüseanbau', 'Gemüsegärtner~in~/~Gemüsegärtner', 'Person, die Gemüsegärten pflegt', 'Person, die Gemüse anbaut', 'Person, die Gemüseanbau betreibt']","['Gemüsegärtner~innen~ und ~Gärtner', 'Gemüseanbau', 'Person, die Gemüsegärten pflegen', 'Person, die Gemüse anbauen', 'Person, die Gemüseanbau betreiben']","['Gemüseanbau', 'Gemüsegärtner~in~/~Gemüsegärtner', 'Person, die Gemüsegärten pflegt', 'Person, die Gemüse anbaut', 'Person, die Gemüseanbau betreibt', 'Gemüsegärtner~innen~ und ~Gärtner', 'Person, die Gemüsegärten pflegen', 'Person, die Gemüse anbauen', 'Person, die Gemüseanbau betreiben']"
Generalist,s,,gendered,titles,"['Multitalent', 'Generalist~in~/~Generalist', 'Multitalente', 'Mensch, der vielseitig begabt/interessiert ist', 'fachlich breit aufgestellter Mensch']","['Multitalente', 'Generalist~innen~ und ~Generalisten', 'Menschen, die vielseitig begabt/interessiert sind', 'fachlich breit aufgestellte Menschen']","['Multitalent', 'Generalist~in~/~Generalist', 'Mensch, der vielseitig begabt/interessiert ist', 'fachlich breit aufgestellter Mensch', 'Multitalente', 'Generalist~innen~ und ~Generalisten', 'Menschen, die vielseitig begabt/interessiert sind', 'fachlich breit aufgestellte Menschen']"
Geomatiker,s,,gendered,titles,"['Fachkraft für Geoinformation', 'Geomatik', 'Geoinformationstechnik', 'Geomatiker~in~/~Geomatiker', 'Geomatik-Team', 'Person, die Geodaten erhebt und verarbeitet']","['Geomatiker~innen~ und ~Geomatiker', 'Geomatik-Team', 'Geomatik', 'Geoinformationstechnik', 'Leute, die Geodaten erheben und verarbeiten']","['Geomatik', 'Geoinformationstechnik', 'Fachkraft für Geoinformation', 'Geomatiker~in~/~Geomatiker', 'Person, die Geodaten erhebt und verarbeitet', 'Geomatik-Team', 'Geomatiker~innen~ und ~Geomatiker', 'Leute, die Geodaten erheben und verarbeiten']"
Geschäftsführer,s,,gendered,leadership,"['leitende Kraft', 'Leitungsperson', 'Führungsperson', 'Lenkungsperson', 'Leitung', 'Geschäftsführung', 'Management', 'Direktorium', 'Firmenleitung', 'Unternehmensleitung', 'Geschäftsführer~in~/~Geschäftsführer', 'entscheidungsbefugte Person', 'verantwortliche Person']","['Geschäftsführer~innen~ und ~Geschäftsführer', 'Leitung', 'Geschäftsführung', 'Management', 'Direktorium', 'Firmenleitung', 'Unternehmensleitung', 'entscheidungsbefugte Personen', 'verantwortliche Person']","['Leitung', 'Geschäftsführung', 'Management', 'Direktorium', 'Firmenleitung', 'Unternehmensleitung', 'leitende Kraft', 'Leitungsperson', 'Führungsperson', 'Lenkungsperson', 'Geschäftsführer~in~/~Geschäftsführer', 'entscheidungsbefugte Person', 'verantwortliche Person', 'Geschäftsführer~innen~ und ~Geschäftsführer', 'entscheidungsbefugte Personen', 'verantwortliche Person']"
Geschäftsleiter,s,,gendered,leadership,"['leitende Kraft', 'Leitungsperson', 'Geschäftsleitung', 'Management', 'Firmenleitung', 'Unternehmensführung', 'Geschäftsleiter~in~/~Geschäftsleiter', 'entscheidungsbefugte Person', 'verantwortliche Person']","['Geschäftsleiter~innen~ und ~Geschäftsleiter', 'Geschäftsleitung', 'Management', 'Firmenleitung', 'Unternehmensführung', 'entscheidungsbefugte Personen', 'verantwortliche Person']","['Geschäftsleitung', 'Management', 'Firmenleitung', 'Unternehmensführung', 'leitende Kraft', 'Leitungsperson', 'Geschäftsleiter~in~/~Geschäftsleiter', 'entscheidungsbefugte Person', 'verantwortliche Person', 'Geschäftsleiter~innen~ und ~Geschäftsleiter', 'entscheidungsbefugte Personen', 'verantwortliche Person']"
Gestalter,s,,gendered,titles,"['Gestaltung', 'Gestalter~in~/~Gestalter', 'Gestaltende', 'Person, die (...) gestaltet']","['Gestaltende', 'Gestalter~innen~ und ~Gestalter', 'Gestaltung', 'Personen, die (...) gestalten']","['Gestaltung', 'Gestalter~in~/~Gestalter', 'Person, die (...) gestaltet', 'Gestaltende', 'Gestalter~innen~ und ~Gestalter', 'Personen, die (...) gestalten']"
Gewinner,s,,gendered,function,"['Gewinner~in~/~Gewinner', 'Mensch, der nicht locker lässt', 'Person, die sich vom Ziel nicht abbringen lässt']","['Gewinner~innen~ und ~Gewinner', 'Menschen, die nicht locker lassen', 'alle, die sich nicht von ihrem Ziel ablenken lassen']","['Gewinner~in~/~Gewinner', 'Mensch, der nicht locker lässt', 'Person, die sich vom Ziel nicht abbringen lässt', 'Gewinner~innen~ und ~Gewinner', 'Menschen, die nicht locker lassen', 'alle, die sich nicht von ihrem Ziel ablenken lassen']"
Gipser,s,,gendered,titles,"['Gipserei-Fachkraft', 'Gipserei', 'Gipser~in~/~Gipser']","['Gipser~innen~ und ~Gipser', 'Gipserei']","['Gipserei', 'Gipserei-Fachkraft', 'Gipser~in~/~Gipser', 'Gipser~innen~ und ~Gipser']"
Glaser,s,,gendered,titles,"['Glaserei', 'Glasbau', 'Verglasung', 'Glaser~in~/~Glaser']","['Glaser~innen~ und ~Glaser', 'Glaserei', 'Glasbau', 'Verglasung']","['Glaserei', 'Glasbau', 'Verglasung', 'Glaser~in~/~Glaser', 'Glaser~innen~ und ~Glaser']"
Glasmaler,s,,gendered,titles,"['Glasmalerei', 'Glasmaler~in~/~Glasmaler', 'Glasmalende']","['Glasmalende', 'Glasmaler~innen~ und ~Glasmaler', 'Glasmalerei']","['Glasmalerei', 'Glasmaler~in~/~Glasmaler', 'Glasmalende', 'Glasmaler~innen~ und ~Glasmaler']"
Gleisbauer,s,,gendered,titles,"['Gleisbau', 'Gleisbauer~in~/~Gleisbauer']",['Gleisbau'],"['Gleisbau', 'Gleisbauer~in~/~Gleisbauer']"
Go-getter,s,,gendered,function,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']"
Goal-getter,s,,gendered,function,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']"
Goalgetter,s,,gendered,function,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']"
Gogetter,s,,gendered,function,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']"
Gott,s,,gendered,function,"['Gött~in~/~Gott', 'Mensch, der dank großer Erfahrung den Überblick behält', 'jemand, der vor Komplexität keine Angst hat', 'Mensch, der seine Aufgaben zuverlässig und gelassen im Griff hat']","['Gött~innen~ und ~Götter', 'Menschen, die dank großer Erfahrung den Überblick behalten', 'Leute, die vor Komplexität keine Angst haben', 'Personen, die ihre Aufgaben zuverlässig und gelassen im Griff haben']","['Gött~in~/~Gott', 'Mensch, der dank großer Erfahrung den Überblick behält', 'jemand, der vor Komplexität keine Angst hat', 'Mensch, der seine Aufgaben zuverlässig und gelassen im Griff hat', 'Gött~innen~ und ~Götter', 'Menschen, die dank großer Erfahrung den Überblick behalten', 'Leute, die vor Komplexität keine Angst haben', 'Personen, die ihre Aufgaben zuverlässig und gelassen im Griff haben']"
Grafiker,s,,gendered,titles,"['Grafik', 'Grafiker~in~/~Grafiker', 'Grafik-Team', 'Grafikschaffende', 'Person, die im Bereich Grafik tätig ist', 'Person, die (Medien, Broschüren) gestaltet']","['Grafikschaffende', 'Grafiker~innen~ und ~Grafiker', 'Grafik-Team', 'Grafik', 'Personen, die im Bereich Grafik tätig sind', 'Personen, die (Medien, Broschüren) gestalten']","['Grafik', 'Grafiker~in~/~Grafiker', 'Person, die im Bereich Grafik tätig ist', 'Person, die (Medien, Broschüren) gestaltet', 'Grafik-Team', 'Grafikschaffende', 'Grafiker~innen~ und ~Grafiker', 'Personen, die im Bereich Grafik tätig sind', 'Personen, die (Medien, Broschüren) gestalten']"
Graveur,s,,gendered,titles,"['Gravur', 'Gravuranstalt', 'Gravierbetrieb', 'Graveur~in~/~Graveur']","['Graveur~innen~ und ~Graveure', 'Gravur', 'Gravuranstalt', 'Gravierbetrieb']","['Gravur', 'Gravuranstalt', 'Gravierbetrieb', 'Graveur~in~/~Graveur', 'Graveur~innen~ und ~Graveure']"
Großkunde,s,,gendered,titles,"['Großkundschaft', 'Großkund~in~/~Großkunde', 'Großabnehmende', 'Kundschaft/Klientel, die in großem Umfang Leistungen/Waren bezieht']","['Großabnehmende', 'Großkund~innen~ und ~Großkunden', 'Großkundschaft', 'Kundschaft/Klientel, die in großem Umfang Leistungen/Waren bezieht']","['Großkundschaft', 'Großkund~in~/~Großkunde', 'Kundschaft/Klientel, die in großem Umfang Leistungen/Waren bezieht', 'Großabnehmende', 'Großkund~innen~ und ~Großkunden', 'Kundschaft/Klientel, die in großem Umfang Leistungen/Waren bezieht']"
Guy,s,,gendered,function,"['Kamerad~in~/~Kamerad', 'Freund~in~/~Freund', 'Kolleg~in~/~Kollege', 'Team', 'Leute', 'alle miteinander', 'alle zusammen']","['Leute', 'alle miteinander', 'alle zusammen', 'Kolleg~innen~ und ~Kollege', 'Freund~innen~ und ~Freunde', 'Kamerad~innen~ und ~Kameraden', 'Team']","['Kamerad~in~/~Kamerad', 'Freund~in~/~Freund', 'Kolleg~in~/~Kollege', 'Team', 'Leute', 'alle miteinander', 'alle zusammen', 'Kolleg~innen~ und ~Kollege', 'Freund~innen~ und ~Freunde', 'Kamerad~innen~ und ~Kameraden']"
Gußformer,s,,gendered,titles,"['Gussformerei', 'Gussformung', 'Gussformer~in~/~Gussformer', 'Person, die Gussformen herstellt']","['Gussformer~innen~ und ~Gussformer', 'Gussformerei', 'Gussformung', 'Personen, die Gussformen herstellen']","['Gussformerei', 'Gussformung', 'Gussformer~in~/~Gussformer', 'Person, die Gussformen herstellt', 'Gussformer~innen~ und ~Gussformer', 'Personen, die Gussformen herstellen']"
Gärtner,s,,gendered,titles,"['Gartenfachkraft', 'Gärtnerei', 'Gartenbau', 'Gärtner~in~/~Gärtner', 'Person, die Gärten pflegt', 'Person, die Gartenbau betreibt']","['Gärtner~innen~ und ~Gärtner', 'Gärtnerei', 'Gartenbau', 'Personen, die Gärten pflegen', 'Person, die Gartenbau betreiben']","['Gärtnerei', 'Gartenbau', 'Gartenfachkraft', 'Gärtner~in~/~Gärtner', 'Person, die Gärten pflegt', 'Person, die Gartenbau betreibt', 'Gärtner~innen~ und ~Gärtner', 'Personen, die Gärten pflegen', 'Person, die Gartenbau betreiben']"
Hacker,s,,gendered,function,"['Hacker~in~/~Hacker', 'Mensch, der Lösungen kreativ mit Technologie angeht', 'Person, die kostengünstige Alternativen findet und kreativ umsetzt', 'jemand, der bei Komplexität das Ziel nicht aus den Augen verliert', 'Person, die Aufgaben zuverlässig im Griff hat']","['Hacker~innen~ und ~Hacker', 'Menschen, die Lösungen kreativ mit Technologie angehen', 'Fachleute, die kostengünstige Alternativen finden und kreativ umsetzen', 'Personen, die bei Komplexität das Ziel nicht aus den Augen verlieren', 'Personen, die Aufgaben zuverlässig im Griff haben']","['Hacker~in~/~Hacker', 'Mensch, der Lösungen kreativ mit Technologie angeht', 'Person, die kostengünstige Alternativen findet und kreativ umsetzt', 'jemand, der bei Komplexität das Ziel nicht aus den Augen verliert', 'Person, die Aufgaben zuverlässig im Griff hat', 'Hacker~innen~ und ~Hacker', 'Menschen, die Lösungen kreativ mit Technologie angehen', 'Fachleute, die kostengünstige Alternativen finden und kreativ umsetzen', 'Personen, die bei Komplexität das Ziel nicht aus den Augen verlieren', 'Personen, die Aufgaben zuverlässig im Griff haben']"
